JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2458199.84506	7.867	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84562	7.857	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84619	7.844	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84675	7.848	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84732	7.845	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84788	7.828	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84845	7.847	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84901	7.834	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.84958	7.826	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85014	7.822	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85071	7.823	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85127	7.834	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85184	7.833	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85240	7.826	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85297	7.807	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85352	7.819	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85409	7.809	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85465	7.827	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85522	7.815	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85578	7.812	0.008		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85635	7.801	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85691	7.809	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85748	7.803	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85804	7.815	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85861	7.802	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85917	7.806	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.85974	7.788	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86030	7.797	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86087	7.796	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86143	7.788	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86200	7.774	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86256	7.797	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86313	7.789	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86369	7.783	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86426	7.784	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86482	7.777	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86539	7.770	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86595	7.763	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86652	7.755	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86708	7.768	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86765	7.787	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86821	7.760	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86878	7.764	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86934	7.776	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.86991	7.778	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87047	7.768	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87104	7.773	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87160	7.757	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87217	7.775	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87274	7.770	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87330	7.768	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87387	7.773	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87443	7.778	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87500	7.768	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87556	7.764	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87613	7.775	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87669	7.762	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87726	7.770	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87782	7.748	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87839	7.762	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87895	7.750	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.87952	7.759	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88008	7.758	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88065	7.769	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88178	7.752	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88235	7.770	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88291	7.763	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88348	7.762	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88404	7.763	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88461	7.754	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88517	7.778	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88574	7.756	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88630	7.755	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88743	7.779	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88800	7.749	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88856	7.768	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88913	7.760	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.88969	7.771	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89026	7.775	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89082	7.765	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89139	7.786	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89195	7.771	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89252	7.775	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89308	7.772	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89365	7.793	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89421	7.762	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89478	7.780	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89534	7.776	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89591	7.801	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89647	7.778	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
2458199.89704	7.778	0.004		V	SAH		ENSEMBLE		1500SA		0		Z				W UMA	AAVSO	STD				
